1.50   0.89   0.71   3.00   0.85   0.75   7.60   4.95   1.22   -3.40   -0.05   0.02
-0.50   0.80   0.90   3.00   0.90   0.80   1.80   3.55   3.20   0.24   -0.50   -1.05
-0.50   1.05   0.77   2.00   0.96   0.84   2.05   2.96   3.40   -0.02   0.06   0.00
-1.00   0.85   0.91   3.00   0.80   0.96   1.49   4.25   4.65   0.06   -0.15   -0.45
-1.50   0.87   0.95   3.00   0.85   0.95   1.27   5.00   7.40   0.05   -0.80   -1.80
-0.25   1.02   0.74   2.50   0.80   0.96   2.25   3.45   2.61   0.11   0.05   -0.17
1.00   0.96   0.80   3.00   0.85   0.91   4.90   4.30   1.47   1.80   0.70   -0.46
0.50   0.96   0.80   2.50   0.85   0.91   3.60   3.50   1.80   -0.20   0.00   0.05
-1.00   0.80   0.96   3.00   0.80   0.96   1.47   4.30   4.85   0.17   -0.65   -1.75
0.00   0.96   0.80   2.50   0.85   0.91   2.53   3.40   2.33   -0.82   0.20   0.38
-0.25   0.95   0.81   2.50   0.80   0.96   2.17   3.45   2.72   -0.05   0.15   -0.01
-1.75   0.77   0.99   3.00   0.91   0.85   1.17   5.80   10.50   -0.25   1.75   4.70
0.75   0.80   1.02   2.00   1.00   0.80   4.40   3.05   1.77   -0.10   0.00   0.01
1.00   0.85   0.97   3.00   0.95   0.85   4.50   4.10   1.53   -0.30   0.20   -0.04
0.00   0.90   0.70   2.50   0.75   0.85   2.40   3.15   2.15   0.14   -0.25   -0.44
-0.50   0.79   0.97   2.50   0.78   0.98   1.77   3.55   3.65   -0.12   0.25   0.15
0.25   0.77   0.99   2.50   0.85   0.91   2.67   3.40   2.22   -0.21   0.25   0.03
-1.25   0.75   0.95   2.50   0.80   0.90   1.29   4.35   6.90   -0.05   0.05   -0.10
1.50   0.80   0.96   3.00   0.96   0.80   7.00   4.70   1.30   2.00   0.75   -0.19
1.00   0.95   0.75   2.50   0.80   0.90   5.30   3.90   1.41   -11.20   -5.30   0.36
-0.25   0.91   0.85   2.50   0.91   0.85   1.99   3.40   3.10   0.42   -0.35   -1.45
-1.00   0.96   0.80   2.50   0.78   0.98   1.55   3.85   4.65   0.14   -0.05   -1.65
0.75   0.93   0.95   2.50   0.86   1.00   4.05   3.65   1.73   -3.95   -1.20   0.40
-1.25   0.96   0.80   2.50   0.96   0.80   1.36   4.00   7.30   -0.14   0.55   2.50
1.25   0.87   0.97   4.00   0.86   0.96   4.40   4.85   1.45   1.57   0.80   -0.47
0.25   0.91   0.85   2.50   0.85   0.91   2.91   3.40   2.07   -0.09   0.10   0.02
-0.50   0.80   0.96   3.50   0.91   0.85   1.80   4.00   3.20   -0.19   0.25   0.35
0.00   0.90   0.80   3.50   0.84   0.86   2.31   3.80   2.20   0.11   -0.10   -0.24
-0.50   0.90   0.80   2.00   0.86   0.84   1.89   2.96   3.55   -0.08   0.11   -0.25
-0.25   0.75   0.95   2.00   0.75   0.95   2.01   2.99   3.15   -0.29   -0.06   0.36
-2.75   0.76   0.94   4.50   0.77   0.93   1.05   8.60   12.00   -0.09   1.30   2.80
0.50   0.81   0.95   3.00   0.96   0.80   3.30   3.70   1.83   0.15   0.05   -0.07
-0.25   0.96   0.80   2.50   0.95   0.81   2.18   3.35   2.76   -0.24   0.20   0.18
-0.25   0.96   0.80   2.00   0.95   0.81   2.22   2.98   2.99   -0.13   0.11   0.10
-0.75   0.91   0.85   3.00   0.91   0.85   1.71   3.80   3.65   0.13   -0.30   -0.45
-0.25   1.01   0.75   2.00   1.01   0.75   2.30   2.93   2.91   0.40   0.04   -1.14
-0.50   0.77   1.05   2.00   0.90   0.90   1.77   3.10   4.30   -0.28   0.30   0.65
0.75   1.01   0.85   2.50   0.90   0.94   4.60   3.85   1.61   0.50   -0.05   0.00
0.00   1.04   0.80   2.00   0.80   1.02   2.73   3.10   2.42   -0.21   0.38   0.00
-0.50   0.94   0.90   2.00   0.97   0.85   1.94   3.10   3.85   0.13   0.00   -0.25
-0.25   0.80   1.02   2.50   0.90   0.90   2.04   3.35   3.05   0.36   -0.30   -0.95
0.00   0.70   1.00   2.50   0.90   0.80   2.56   3.25   2.23   -0.05   0.15   -0.19
-0.75   0.85   0.99   2.00   0.92   0.90   1.60   3.45   5.40   -0.08   0.47   0.20
0.25   0.85   0.91   3.50   0.96   0.80   2.61   3.90   2.08   0.49   0.20   -0.56
0.00   0.98   0.84   2.00   0.78   1.02   2.65   2.95   2.48   0.37   -0.10   -0.37
0.00   1.04   0.78   2.00   0.85   0.95   2.73   2.99   2.39   -0.47   -0.16   0.35
2.25   0.99   0.85   3.50   0.85   0.97   12.50   7.40   1.10   -1.50   0.00   0.01
-1.00   1.01   0.85   3.00   1.03   0.81   1.54   4.05   4.45   0.05   -0.10   -0.35
-0.25   0.92   0.90   2.00   1.05   0.75   2.20   2.90   3.10   -0.59   0.23   0.52
0.50   0.92   0.90   2.50   0.92   0.88   3.35   3.35   1.90   -0.05   0.05   -0.01
-0.25   0.90   0.98   2.50   0.92   0.94   2.19   3.40   2.87   0.03   -0.05   -0.02
-0.50   1.03   0.85   2.00   1.00   0.86   2.03   3.00   3.60   -0.16   0.17   0.15
-1.00   0.99   0.71   2.00   0.99   0.71   1.48   3.30   5.80   0.00   0.10   -0.40
0.50   1.00   0.88   3.00   0.90   0.96   3.40   3.90   1.88   -0.55   -0.05   0.15
1.50   0.96   0.80   3.00   0.80   0.96   7.70   5.20   1.25   -5.80   -2.80   0.16
0.25   0.94   0.88   2.00   0.96   0.84   3.35   2.78   2.17   -0.05   -0.01   0.04
-0.50   1.02   0.80   2.00   1.00   0.80   2.02   2.94   3.50   -0.12   0.11   0.15
-0.25   0.96   0.80   3.50   0.85   0.91   2.13   4.00   2.50   -0.97   0.00   0.67
-1.00   0.85   1.03   3.50   0.98   0.88   1.52   4.70   4.75   0.10   -0.60   -1.55
-0.75   1.02   0.86   2.50   0.92   0.94   1.79   3.65   4.05   0.16   -0.30   -0.70
-0.25   0.93   0.95   2.00   0.78   1.08   2.23   3.00   3.35   0.15   -0.05   -0.35
-1.50   0.85   0.91   3.50   0.91   0.85   1.30   5.10   6.40   0.07   -0.60   -1.20
0.25   0.77   1.05   2.50   0.90   0.90   2.63   3.35   2.26   0.00   0.00   0.00
-0.75   0.85   0.97   2.50   1.00   0.80   1.60   3.65   4.55   -0.01   0.05   -0.05
0.25   0.90   0.80   2.50   0.80   0.90   2.84   3.30   2.02   -0.21   -0.05   -0.02
0.75   0.96   0.86   2.50   0.89   0.91   4.40   3.70   1.61   0.15   0.20   -0.06
-0.25   0.90   0.98   3.00   0.85   1.01   2.12   3.75   2.77   -0.52   0.20   0.39
-1.25   0.80   0.90   3.50   0.84   0.86   1.36   4.60   5.00   -0.19   0.20   0.95
-0.25   0.91   0.85   2.50   0.96   0.80   2.13   3.30   2.86   0.00   0.05   -0.05
0.00   0.80   1.02   3.00   1.00   0.80   2.24   3.60   2.52   -0.16   0.45   -0.07
0.25   0.86   0.96   2.00   0.95   0.85   3.00   2.96   2.23   0.34   0.03   -0.25
-0.25   1.05   0.77   2.50   1.00   0.80   2.26   3.30   2.67   0.85   -0.80   -3.23
-2.00   0.86   0.96   4.50   0.96   0.84   1.20   6.40   7.50   -0.02   0.30   0.10
0.00   0.90   0.80   2.50   0.90   0.80   2.44   3.25   2.33   -0.30   -0.15   0.17
-0.25   0.95   0.75   2.50   0.90   0.80   2.17   3.25   2.64   0.40   -0.05   -1.36
0.25   0.85   0.97   2.50   0.85   0.95   2.76   3.40   2.15   0.27   0.20   -0.31
-0.25   0.96   0.80   2.50   0.91   0.85   2.18   3.35   2.75   0.21   0.05   -0.50
-1.00   1.02   0.80   2.50   1.00   0.80   1.53   3.75   5.00   -0.22   0.35   1.10
-1.25   0.84   0.86   2.50   0.75   0.95   1.33   4.20   6.10   0.01   -0.35   -0.80
-1.50   0.91   0.85   3.00   0.85   0.91   1.28   4.85   7.50   0.01   -0.10   -0.10
-0.25   0.83   1.05   2.00   0.88   0.98   2.11   3.15   3.45   -0.10   0.00   0.25
-1.50   0.76   0.94   3.00   0.90   0.80   1.22   4.95   7.60   -0.03   -0.05   -0.70
0.50   0.85   0.99   3.00   0.85   0.97   3.00   3.80   1.99   0.86   0.15   -0.66
0.00   0.93   0.95   2.00   1.06   0.80   2.77   3.05   2.77   0.12   0.15   -0.03
1.00   0.90   0.80   3.00   0.84   0.86   4.65   4.10   1.45   0.50   0.10   -0.14
-1.00   1.00   0.84   3.00   1.00   0.82   1.53   3.95   4.70   0.10   -0.45   -0.30
-0.75   1.04   0.80   2.00   0.77   1.05   1.79   3.30   4.20   0.32   -0.40   -1.80
0.25   0.75   0.95   2.00   0.85   0.85   2.83   2.92   2.20   0.46   -0.03   -0.59
-0.25   0.80   0.90   2.50   0.90   0.80   2.03   3.25   2.88   -0.14   -0.10   0.13
-0.25   0.77   0.99   2.50   0.99   0.77   2.02   3.30   3.10   0.29   0.10   -1.25
-1.25   1.07   0.79   2.50   0.90   0.94   1.43   4.20   6.10   0.08   -0.10   -0.70
0.25   0.77   0.99   2.00   0.96   0.80   2.93   2.96   2.27   0.14   0.03   -0.10
-1.25   0.90   0.98   3.00   0.82   1.04   1.39   4.80   6.50   -0.01   -0.30   -0.70
-1.25   0.77   0.99   3.00   0.80   0.96   1.32   4.65   6.80   0.11   -0.65   -2.50
-0.50   0.85   0.97   2.00   0.91   0.89   1.85   3.05   3.95   0.04   0.05   -0.25
-0.50   0.80   0.90   2.00   0.80   0.90   1.80   3.00   3.80   -0.10   -0.05   0.05
-0.75   0.80   1.04   2.50   1.03   0.79   1.58   3.75   4.95   0.06   -0.05   0.00
-0.25   0.85   0.91   2.50   0.80   0.96   2.08   3.25   3.00   -0.85   0.10   0.84
-1.00   0.78   0.98   2.50   0.98   0.78   1.43   3.95   5.90   -0.17   0.35   1.25
0.00   0.77   0.99   2.00   1.01   0.75   2.45   2.88   2.74   -0.05   0.03   0.02
-0.25   0.85   0.91   3.00   0.91   0.85   2.05   3.65   2.79   -0.04   0.15   -0.02
-0.75   0.98   0.78   3.00   0.91   0.85   1.77   3.75   3.45   0.22   -0.25   -0.95
-0.50   0.96   0.80   3.00   0.98   0.78   1.96   3.60   2.99   -0.62   0.10   0.75
-0.50   0.80   1.02   2.00   0.81   0.99   1.80   3.15   4.05   0.12   -0.05   -0.70
-0.50   0.80   1.08   2.50   1.06   0.80   1.80   3.45   3.95   0.19   -0.35   -1.75
0.75   0.77   0.93   3.00   0.80   0.90   3.55   3.90   1.72   0.00   0.15   -0.04
-0.25   0.96   0.92   2.50   1.03   0.83   2.23   3.30   3.05   0.16   0.00   -0.75
0.00   0.85   0.91   2.50   0.85   0.91   2.38   3.40   2.47   -0.37   0.05   0.29
-0.25   1.08   0.80   2.50   1.05   0.81   2.35   3.30   2.69   -0.23   -0.05   0.14
-0.50   0.80   0.90   2.50   0.90   0.80   1.80   3.30   3.45   0.20   -0.30   -1.15
-1.25   0.99   0.85   2.50   0.86   0.96   1.40   4.30   6.40   0.01   0.20   0.00
1.00   0.81   1.07   2.50   1.05   0.81   5.50   4.00   1.56   -0.40   0.15   0.12
0.00   0.75   1.07   2.00   1.05   0.75   2.38   2.91   2.81   0.14   0.14   -0.39
-0.50   0.80   1.02   2.00   0.81   0.99   1.80   3.15   4.05   -0.11   0.15   0.25
-0.25   1.05   0.77   2.00   0.85   0.95   2.30   3.05   2.80   -0.37   0.20   0.27
0.00   0.80   1.02   2.00   0.95   0.85   2.42   2.97   2.70   0.10   0.11   -0.25
-0.25   1.05   0.77   2.00   1.00   0.80   2.31   2.95   2.87   -0.15   0.14   0.07
-0.25   0.99   0.77   2.50   0.80   0.96   2.23   3.25   2.74   -0.02   -0.10   0.08
-1.75   0.80   1.02   3.00   0.81   0.99   1.18   5.80   9.90   0.14   -3.80   -8.60
-1.00   0.82   1.00   2.50   0.86   0.94   1.44   4.05   5.50   0.22   -0.85   -5.00
1.50   0.90   0.98   3.00   0.93   0.93   7.50   5.10   1.33   0.00   -0.50   -0.02
-1.00   0.95   0.75   2.00   0.95   0.75   1.46   3.35   5.90   0.00   0.00   0.00
-1.00   0.95   0.75   2.00   0.95   0.75   1.46   3.35   5.90   -0.03   0.05   0.30
-0.25   0.97   0.85   2.50   0.85   0.95   2.15   3.40   2.76   -0.46   0.10   0.35
-0.25   1.00   0.88   2.50   0.85   1.01   2.24   3.45   2.90   0.03   -0.10   0.01
0.50   0.95   0.93   2.50   0.91   0.95   3.50   3.45   1.90   -1.00   -0.40   0.34
-0.25   0.90   0.98   2.50   0.98   0.88   2.14   3.35   2.98   -0.13   -0.05   0.26
0.25   0.85   1.03   2.00   0.98   0.88   3.20   2.99   2.32   0.10   0.10   -0.10
-1.25   0.97   0.85   2.50   1.01   0.79   1.37   4.15   6.80   0.02   0.00   -0.30
-0.25   1.11   0.78   2.50   1.05   0.81   2.33   3.25   2.75   -0.10   0.05   0.09
0.75   0.98   0.78   3.00   0.85   0.91   4.15   4.05   1.58   0.70   0.90   -0.37
0.25   0.81   0.95   2.00   0.91   0.85   2.98   3.00   2.22   0.19   0.06   -0.15
1.75   0.96   0.86   3.50   1.00   0.80   8.30   5.70   1.21   -6.70   -1.80   0.12
-2.00   0.84   1.00   3.00   0.99   0.83   1.12   6.60   13.50   -0.01   0.20   1.00
-0.25   1.05   0.77   2.50   1.00   0.80   2.29   3.15   2.72   -0.11   -0.05   0.03
-2.75   1.01   0.83   3.50   1.01   0.81   1.04   9.10   20.00   0.00   -0.40   2.50
0.00   0.78   0.98   2.00   0.91   0.85   2.52   2.73   2.80   0.06   -0.19   0.10
0.00   0.85   0.91   2.00   0.95   0.81   2.61   2.75   2.69   0.04   0.05   -0.08
-1.50   0.97   0.85   3.00   0.80   1.00   1.31   4.85   6.50   -0.11   0.40   1.20
0.25   0.99   0.83   3.00   0.80   1.00   2.78   3.65   2.05   0.32   0.15   -0.28
0.25   1.06   0.82   2.50   1.05   0.81   3.15   3.30   2.07   -0.25   -0.20   0.14
0.00   0.80   1.02   2.00   1.00   0.80   2.43   2.94   2.71   -0.15   0.22   -0.03
0.00   0.85   0.97   2.00   1.03   0.77   2.56   2.78   2.71   -0.11   0.08   0.04
-1.00   0.82   1.00   3.00   1.00   0.80   1.46   4.25   5.00   0.01   0.05   -0.10
-0.25   0.77   0.99   2.00   0.99   0.77   2.06   2.83   3.55   0.00   -0.02   0.05
-1.25   0.96   0.80   3.50   0.85   0.91   1.45   4.60   4.70   -0.80   0.80   2.29
-0.25   0.84   1.04   2.50   0.90   0.96   2.08   3.30   2.98   -0.16   0.00   0.29
0.00   0.92   0.96   3.50   0.96   0.90   2.46   4.00   2.55   -0.20   0.05   0.35
-1.00   0.91   0.85   3.00   0.91   0.85   1.52   4.15   4.55   0.12   -0.30   -0.85
0.25   0.83   0.99   3.00   0.85   0.95   2.59   3.70   2.15   -0.76   -0.05   0.34
1.25   0.95   0.75   3.00   0.80   0.90   5.90   4.55   1.31   -0.40   -0.30   -0.01
0.50   0.78   0.98   3.50   0.96   0.80   2.81   3.90   1.97   -0.24   0.10   0.08
-0.25   0.91   0.85   2.50   0.80   0.96   2.12   3.45   2.80   0.00   0.05   -0.03
0.25   0.93   0.77   4.00   0.80   0.90   2.58   4.05   1.94   0.09   -0.15   -0.14
1.75   0.90   0.80   3.50   0.80   0.90   7.30   5.50   1.20   1.00   0.40   -0.06
0.25   0.85   1.03   2.50   1.01   0.85   2.75   3.30   2.20   -0.12   0.05   0.04
-0.50   0.85   0.91   3.00   0.96   0.80   1.85   3.70   3.25   -1.20   0.20   1.29
0.00   0.91   0.85   3.00   0.85   0.91   2.39   3.70   2.32   0.09   0.00   -0.08
-2.00   1.02   0.74   3.00   0.80   0.96   1.16   6.00   10.50   -0.09   1.05   2.00
-1.75   0.96   0.90   3.50   0.99   0.85   1.24   5.50   7.50   -0.10   0.75   1.40
-0.25   0.97   0.85   2.00   1.00   0.80   2.23   2.94   3.00   -0.03   0.16   -0.15
-0.50   0.89   0.81   2.50   0.90   0.80   1.88   3.25   3.20   -0.10   0.25   -0.35
0.50   0.90   0.80   2.50   0.90   0.80   3.45   3.30   1.80   0.65   -0.05   -0.34
0.25   0.99   0.77   2.50   0.91   0.85   3.10   3.35   2.01   0.48   0.05   -0.29
-0.25   0.85   1.03   2.50   0.83   1.03   2.09   3.50   2.99   0.04   0.10   -0.11
-0.25   1.08   0.78   2.50   0.99   0.85   2.27   3.30   2.64   -0.43   0.05   0.38
-0.25   0.84   0.86   2.50   0.95   0.75   2.07   3.20   2.82   -0.53   -0.05   0.48
-0.25   0.93   0.89   2.00   1.00   0.80   2.21   2.82   3.20   0.01   0.09   -0.15
-1.00   1.00   0.88   2.50   0.86   1.00   1.55   4.00   5.70   -0.37   0.90   1.45
-0.25   0.90   0.98   2.50   1.09   0.77   2.17   3.25   3.20   0.11   0.15   -0.45
-0.25   0.96   0.80   2.00   0.96   0.80   2.22   2.97   3.00   -0.05   0.02   0.06
0.25   1.04   0.80   3.00   0.92   0.90   3.25   3.70   2.04   -0.10   -0.10   0.26
0.00   1.05   0.83   2.50   1.01   0.85   2.74   3.35   2.45   -0.05   0.00   0.20
0.25   0.85   0.99   2.00   0.88   0.94   2.96   3.05   2.21   0.07   0.36   -0.27
-1.00   1.04   0.80   2.00   0.91   0.91   1.51   3.50   5.80   -0.41   0.77   1.50
-0.25   0.85   1.01   2.00   0.80   1.04   2.13   3.00   3.35   -0.11   0.15   0.25
-0.25   1.03   0.85   2.50   0.83   1.03   2.22   3.55   2.73   0.02   0.15   -0.12
0.75   0.82   1.06   3.00   0.86   1.00   3.90   4.20   1.82   -1.00   0.00   0.17
-0.25   0.99   0.71   2.50   0.95   0.75   2.22   3.20   2.59   0.13   0.00   -0.46
-0.50   0.95   0.87   2.50   0.81   0.99   1.94   3.45   3.20   -0.19   0.15   0.33
-1.50   0.87   1.01   3.00   0.90   0.96   1.28   5.40   8.40   -0.12   0.80   1.70
0.75   1.03   0.85   2.50   0.96   0.90   4.90   3.95   1.63   0.35   0.15   -0.07
0.00   0.80   1.04   2.50   1.02   0.80   2.31   3.30   2.61   0.14   -0.05   -0.17
-0.25   0.86   1.00   3.00   0.99   0.85   2.08   3.70   2.88   0.10   0.20   -0.17
-0.50   0.97   0.85   2.50   0.80   1.00   1.96   3.45   3.15   -0.12   0.45   -0.10
0.25   0.80   0.90   2.50   0.90   0.80   4.45   3.60   1.55   0.10   -0.15   -0.06
-1.00   0.97   0.85   3.00   0.89   0.91   1.53   4.10   4.45   0.24   -1.10   -3.05
0.25   0.75   1.01   2.50   0.96   0.80   2.72   3.20   2.26   0.46   -0.05   -0.45
-1.25   0.90   0.92   3.00   0.85   0.95   1.38   4.55   5.60   -0.06   0.20   0.50
0.75   0.99   0.83   2.50   0.80   1.00   4.35   3.80   1.59   -1.25   -0.50   0.14
-0.25   1.03   0.85   3.00   1.01   0.85   2.22   3.55   2.72   -0.05   0.05   0.05
-0.25   1.06   0.80   3.00   1.03   0.81   2.25   3.70   2.60   0.02   0.15   0.03
-0.25   0.88   0.94   2.00   0.95   0.85   2.14   2.97   3.15   0.01   0.27   -0.40
-0.50   1.04   0.82   3.00   0.98   0.86   2.04   3.70   2.95   0.07   0.30   -0.20
1.00   1.02   0.80   2.50   1.00   0.80   6.00   4.00   1.42   1.10   0.30   -0.13
-0.25   0.82   1.06   2.50   0.93   0.93   2.07   3.40   3.10   0.04   0.10   -0.15
-0.25   1.06   0.82   2.00   0.88   0.98   2.36   3.05   3.05   -0.34   0.20   0.26
-0.25   0.85   0.97   3.00   0.80   1.00   2.06   3.70   2.76   -0.07   0.00   0.12
-0.50   0.96   0.86   3.00   0.90   0.90   1.96   3.65   2.98   -0.16   0.00   0.30
-0.50   0.80   1.02   2.00   0.90   0.90   1.80   3.10   4.15   -0.31   0.14   0.40
1.75   0.95   0.75   3.00   0.80   0.90   9.20   5.50   1.16   -8.80   -2.80   0.10
-0.25   0.95   0.89   2.50   0.85   0.97   2.19   3.25   2.81   0.00   -0.10   0.06
0.00   0.92   0.90   2.50   0.95   0.85   2.46   3.35   2.43   0.22   0.15   -0.33
-0.75   0.90   0.98   2.50   0.98   0.88   1.69   3.80   5.10   0.13   -0.05   -0.40
-0.25   0.95   0.93   2.50   1.04   0.82   2.20   3.30   2.91   -0.32   0.15   0.18
-0.50   0.75   0.85   3.50   0.79   0.81   1.52   4.20   3.90   0.05   0.25   -1.40
-0.25   0.85   0.75   3.50   0.79   0.81   2.81   3.95   1.85   -0.07   0.00   -0.07
-0.25   0.85   0.91   2.00   0.85   0.91   2.11   3.05   3.15   -0.08   0.06   0.10
-0.50   0.96   0.80   3.00   0.85   0.91   1.96   3.70   2.94   0.35   -0.15   -1.26
0.00   0.77   1.05   2.50   0.98   0.82   2.28   3.30   2.63   0.07   0.20   -0.26
-0.75   0.96   0.80   2.50   0.96   0.80   1.73   3.45   3.95   0.13   -0.25   -0.45
0.50   0.98   0.90   2.50   0.92   0.94   3.70   3.65   1.90   -1.60   -0.25   0.33
-1.00   0.81   0.95   3.00   0.85   0.91   1.47   4.25   4.85   -0.01   -0.15   0.20
-0.25   1.02   0.80   2.50   0.85   0.95   2.22   3.30   2.73   -0.13   -0.10   0.24
2.25   0.82   1.00   3.50   0.95   0.85   11.50   6.70   1.13   2.90   1.00   -0.07
-1.25   0.80   1.02   3.00   0.80   1.00   1.29   4.95   6.90   -0.02   0.10   0.40
-0.75   1.00   0.82   3.00   0.80   1.00   1.79   3.80   3.35   -0.53   0.10   0.96
0.00   0.91   0.85   3.00   0.96   0.80   2.41   3.60   2.33   0.01   0.05   -0.05
0.50   0.91   0.85   2.50   0.80   0.96   3.40   3.50   1.85   0.42   0.20   -0.23
-0.75   0.88   0.94   3.00   1.01   0.79   1.69   3.75   3.80   -0.01   0.05   -0.05
-0.50   0.90   0.80   2.50   0.80   0.90   1.89   3.35   3.10   -0.17   0.05   0.10
-2.00   0.77   0.99   3.50   0.85   0.91   1.14   6.60   10.50   -0.03   0.60   0.50
-0.50   0.96   0.80   2.50   0.85   0.91   1.95   3.40   3.15   -0.36   0.20   0.47
-1.50   0.96   0.80   3.00   0.91   0.85   1.31   4.75   6.70   -0.17   0.55   1.80
0.25   0.97   0.85   2.50   0.80   1.00   2.89   3.40   2.08   0.12   -0.05   -0.14
0.00   0.85   1.01   2.50   0.99   0.85   2.43   3.25   2.63   0.55   0.00   -0.97
0.50   0.80   0.90   3.00   0.80   0.90   2.92   3.60   1.89   0.54   -0.20   -0.40
0.50   0.96   0.80   2.50   0.96   0.80   4.00   3.55   1.70   0.25   0.05   -0.06
0.75   0.97   0.85   2.50   0.85   0.95   4.35   3.75   1.60   0.25   0.65   -0.27
-0.75   0.80   0.96   3.00   0.80   0.96   1.60   4.05   4.00   -0.26   0.30   0.80
0.00   0.80   0.90   2.50   0.80   0.90   2.31   3.30   2.42   0.22   0.10   -0.63
